disciplina,area,durata_anni,territorio,tipo_territorio,contratti_annui_totali,contratti_quinquennio_2026_2031,tasso_abbandono_stimato,nuovi_specialisti_effettivi_5anni,stock_medici_attivi,quota_pensionandi_60plus,pensionamenti_stimati_2026_2031,delta_demografico_target_pct,target_demografico,qol_score_base,notti_mese,reperibilita_mese,ore_settimanali,classe_rischio_legale,indice_burnout,rep_lorda_annua,rep_netta_annua,rep_privato_stimato
Medicina interna,Medica,4,Toscana,Regione,50,250,0.12,220,497,0.38,189,7.45,over65,50.8,4.0,2.5,45,2,75,107000.0,58900.0,27700.0
Medicina interna,Medica,4,Umbria,Regione,12,60,0.12,53,115,0.38,44,7.61,over65,50.8,4.0,2.5,45,2,75,107000.0,58900.0,27700.0
Medicina interna,Medica,4,Valle d'Aosta,Regione,2,10,0.12,9,17,0.38,6,10.58,over65,50.8,4.0,2.5,45,2,75,107000.0,58900.0,27700.0
Medicina interna,Medica,4,Veneto,Regione,67,335,0.12,295,659,0.361,238,11.23,over65,50.8,4.0,2.5,45,2,75,107000.0,58900.0,27700.0
Medicina interna,Medica,4,P.A. Bolzano,Regione,7,35,0.12,31,74,0.361,27,15.77,over65,50.8,4.0,2.5,45,2,75,107000.0,58900.0,27700.0
Medicina interna,Medica,4,P.A. Trento,Regione,8,40,0.12,35,74,0.361,27,12.85,over65,50.8,4.0,2.5,45,2,75,107000.0,58900.0,27700.0
Medicina nucleare,Medica,4,Italia (Nazionale),Nazionale,90,450,0.05,428,550,0.38,209,8.5,over65,92.3,0.0,0.5,38,1,40,83900.0,46200.0,7900.0
Medicina nucleare,Medica,4,Abruzzo,Regione,2,10,0.05,10,12,0.38,5,9.03,over65,92.3,0.0,0.5,38,1,40,83900.0,46200.0,7900.0
Medicina nucleare,Medica,4,Basilicata,Regione,1,5,0.05,5,5,0.399,2,8.52,over65,92.3,0.0,0.5,38,1,40,83900.0,46200.0,7900.0
Medicina nucleare,Medica,4,Calabria,Regione,3,15,0.05,14,17,0.399,7,9.5,over65,92.3,0.0,0.5,38,1,40,83900.0,46200.0,7900.0
Medicina nucleare,Medica,4,Campania,Regione,9,45,0.05,43,52,0.38,20,12.63,over65,92.3,0.0,0.5,38,1,40,83900.0,46200.0,7900.0
Medicina nucleare,Medica,4,Emilia-Romagna,Regione,7,35,0.05,33,42,0.38,16,9.01,over65,92.3,0.0,0.5,38,1,40,83900.0,46200.0,7900.0
Medicina nucleare,Medica,4,Friuli-Venezia Giulia,Regione,2,10,0.05,10,11,0.38,4,7.69,over65,92.3,0.0,0.5,38,1,40,83900.0,46200.0,7900.0
Medicina nucleare,Medica,4,Lazio,Regione,9,45,0.05,43,53,0.38,20,11.48,over65,92.3,0.0,0.5,38,1,40,83900.0,46200.0,7900.0
Medicina nucleare,Medica,4,Liguria,Regione,2,10,0.05,10,14,0.399,6,6.51,over65,92.3,0.0,0.5,38,1,40,83900.0,46200.0,7900.0
Medicina nucleare,Medica,4,Lombardia,Regione,15,75,0.05,71,94,0.361,34,10.72,over65,92.3,0.0,0.5,38,1,40,83900.0,46200.0,7900.0
Medicina nucleare,Medica,4,Marche,Regione,2,10,0.05,10,14,0.38,5,8.41,over65,92.3,0.0,0.5,38,1,40,83900.0,46200.0,7900.0
Medicina nucleare,Medica,4,Molise,Regione,0,0,0.05,0,3,0.399,1,6.78,over65,92.3,0.0,0.5,38,1,40,83900.0,46200.0,7900.0
Medicina nucleare,Medica,4,Piemonte,Regione,6,30,0.05,28,40,0.38,15,6.84,over65,92.3,0.0,0.5,38,1,40,83900.0,46200.0,7900.0
Medicina nucleare,Medica,4,Puglia,Regione,6,30,0.05,28,36,0.38,14,9.8,over65,92.3,0.0,0.5,38,1,40,83900.0,46200.0,7900.0
Medicina nucleare,Medica,4,Sardegna,Regione,2,10,0.05,10,15,0.38,6,9.57,over65,92.3,0.0,0.5,38,1,40,83900.0,46200.0,7900.0
Medicina nucleare,Medica,4,Sicilia,Regione,7,35,0.05,33,45,0.399,18,9.46,over65,92.3,0.0,0.5,38,1,40,83900.0,46200.0,7900.0
Medicina nucleare,Medica,4,Toscana,Regione,6,30,0.05,28,34,0.38,13,7.45,over65,92.3,0.0,0.5,38,1,40,83900.0,46200.0,7900.0
Medicina nucleare,Medica,4,Umbria,Regione,1,5,0.05,5,8,0.38,3,7.61,over65,92.3,0.0,0.5,38,1,40,83900.0,46200.0,7900.0
Medicina nucleare,Medica,4,Valle d'Aosta,Regione,0,0,0.05,0,1,0.38,0,10.58,over65,92.3,0.0,0.5,38,1,40,83900.0,46200.0,7900.0
Medicina nucleare,Medica,4,Veneto,Regione,7,35,0.05,33,45,0.361,16,11.23,over65,92.3,0.0,0.5,38,1,40,83900.0,46200.0,7900.0
Medicina nucleare,Medica,4,P.A. Bolzano,Regione,1,5,0.05,5,5,0.361,2,15.77,over65,92.3,0.0,0.5,38,1,40,83900.0,46200.0,7900.0
Medicina nucleare,Medica,4,P.A. Trento,Regione,1,5,0.05,5,5,0.361,2,12.85,over65,92.3,0.0,0.5,38,1,40,83900.0,46200.0,7900.0
Medicina termale,Medica,4,Italia (Nazionale),Nazionale,5,25,0.5,12,20,0.38,8,8.5,over65,95.5,0.0,0.0,38,1,30,89300.0,49100.0,13300.0
Medicina termale,Medica,4,Abruzzo,Regione,0,0,0.5,0,1,0.38,0,9.03,over65,95.5,0.0,0.0,38,1,30,89300.0,49100.0,13300.0
Medicina termale,Medica,4,Basilicata,Regione,0,0,0.5,0,1,0.399,0,8.52,over65,95.5,0.0,0.0,38,1,30,89300.0,49100.0,13300.0
Medicina termale,Medica,4,Calabria,Regione,0,0,0.5,0,1,0.399,0,9.5,over65,95.5,0.0,0.0,38,1,30,89300.0,49100.0,13300.0
Medicina termale,Medica,4,Campania,Regione,0,0,0.5,0,2,0.38,1,12.63,over65,95.5,0.0,0.0,38,1,30,89300.0,49100.0,13300.0
Medicina termale,Medica,4,Emilia-Romagna,Regione,0,0,0.5,0,2,0.38,1,9.01,over65,95.5,0.0,0.0,38,1,30,89300.0,49100.0,13300.0
Medicina termale,Medica,4,Friuli-Venezia Giulia,Regione,0,0,0.5,0,1,0.38,0,7.69,over65,95.5,0.0,0.0,38,1,30,89300.0,49100.0,13300.0
Medicina termale,Medica,4,Lazio,Regione,0,0,0.5,0,2,0.38,1,11.48,over65,95.5,0.0,0.0,38,1,30,89300.0,49100.0,13300.0
Medicina termale,Medica,4,Liguria,Regione,0,0,0.5,0,1,0.399,0,6.51,over65,95.5,0.0,0.0,38,1,30,89300.0,49100.0,13300.0
Medicina termale,Medica,4,Lombardia,Regione,1,5,0.5,2,3,0.361,1,10.72,over65,95.5,0.0,0.0,38,1,30,89300.0,49100.0,13300.0
Medicina termale,Medica,4,Marche,Regione,0,0,0.5,0,1,0.38,0,8.41,over65,95.5,0.0,0.0,38,1,30,89300.0,49100.0,13300.0
Medicina termale,Medica,4,Molise,Regione,0,0,0.5,0,1,0.399,0,6.78,over65,95.5,0.0,0.0,38,1,30,89300.0,49100.0,13300.0
Medicina termale,Medica,4,Piemonte,Regione,0,0,0.5,0,1,0.38,0,6.84,over65,95.5,0.0,0.0,38,1,30,89300.0,49100.0,13300.0
Medicina termale,Medica,4,Puglia,Regione,0,0,0.5,0,1,0.38,0,9.8,over65,95.5,0.0,0.0,38,1,30,89300.0,49100.0,13300.0
Medicina termale,Medica,4,Sardegna,Regione,0,0,0.5,0,1,0.38,0,9.57,over65,95.5,0.0,0.0,38,1,30,89300.0,49100.0,13300.0
Medicina termale,Medica,4,Sicilia,Regione,0,0,0.5,0,2,0.399,1,9.46,over65,95.5,0.0,0.0,38,1,30,89300.0,49100.0,13300.0
Medicina termale,Medica,4,Toscana,Regione,0,0,0.5,0,1,0.38,0,7.45,over65,95.5,0.0,0.0,38,1,30,89300.0,49100.0,13300.0
Medicina termale,Medica,4,Umbria,Regione,0,0,0.5,0,1,0.38,0,7.61,over65,95.5,0.0,0.0,38,1,30,89300.0,49100.0,13300.0
Medicina termale,Medica,4,Valle d'Aosta,Regione,0,0,0.5,0,1,0.38,0,10.58,over65,95.5,0.0,0.0,38,1,30,89300.0,49100.0,13300.0
Medicina termale,Medica,4,Veneto,Regione,0,0,0.5,0,2,0.361,1,11.23,over65,95.5,0.0,0.0,38,1,30,89300.0,49100.0,13300.0
Medicina termale,Medica,4,P.A. Bolzano,Regione,0,0,0.5,0,1,0.361,0,15.77,over65,95.5,0.0,0.0,38,1,30,89300.0,49100.0,13300.0
Medicina termale,Medica,4,P.A. Trento,Regione,0,0,0.5,0,1,0.361,0,12.85,over65,95.5,0.0,0.0,38,1,30,89300.0,49100.0,13300.0
Nefrologia,Medica,4,Italia (Nazionale),Nazionale,320,1600,0.15,1360,2200,0.38,836,8.5,over65,56.6,2.5,3.5,44,2,65,101800.0,56000.0,23700.0
Nefrologia,Medica,4,Abruzzo,Regione,7,35,0.15,30,47,0.38,18,9.03,over65,56.6,2.5,3.5,44,2,65,101800.0,56000.0,23700.0
Nefrologia,Medica,4,Basilicata,Regione,3,15,0.15,13,20,0.399,8,8.52,over65,56.6,2.5,3.5,44,2,65,101800.0,56000.0,23700.0
Nefrologia,Medica,4,Calabria,Regione,10,50,0.15,42,68,0.399,27,9.5,over65,56.6,2.5,3.5,44,2,65,101800.0,56000.0,23700.0
Nefrologia,Medica,4,Campania,Regione,30,150,0.15,128,208,0.38,79,12.63,over65,56.6,2.5,3.5,44,2,65,101800.0,56000.0,23700.0
Nefrologia,Medica,4,Emilia-Romagna,Regione,24,120,0.15,102,167,0.38,63,9.01,over65,56.6,2.5,3.5,44,2,65,101800.0,56000.0,23700.0
Nefrologia,Medica,4,Friuli-Venezia Giulia,Regione,6,30,0.15,26,45,0.38,17,7.69,over65,56.6,2.5,3.5,44,2,65,101800.0,56000.0,23700.0
Nefrologia,Medica,4,Lazio,Regione,31,155,0.15,132,213,0.38,81,11.48,over65,56.6,2.5,3.5,44,2,65,101800.0,56000.0,23700.0
Nefrologia,Medica,4,Liguria,Regione,8,40,0.15,34,56,0.399,22,6.51,over65,56.6,2.5,3.5,44,2,65,101800.0,56000.0,23700.0
Nefrologia,Medica,4,Lombardia,Regione,55,275,0.15,234,376,0.361,136,10.72,over65,56.6,2.5,3.5,44,2,65,101800.0,56000.0,23700.0
Nefrologia,Medica,4,Marche,Regione,8,40,0.15,34,55,0.38,21,8.41,over65,56.6,2.5,3.5,44,2,65,101800.0,56000.0,23700.0
Nefrologia,Medica,4,Molise,Regione,2,10,0.15,8,11,0.399,4,6.78,over65,56.6,2.5,3.5,44,2,65,101800.0,56000.0,23700.0
Nefrologia,Medica,4,Piemonte,Regione,23,115,0.15,98,159,0.38,60,6.84,over65,56.6,2.5,3.5,44,2,65,101800.0,56000.0,23700.0
Nefrologia,Medica,4,Puglia,Regione,21,105,0.15,89,144,0.38,55,9.8,over65,56.6,2.5,3.5,44,2,65,101800.0,56000.0,23700.0
Nefrologia,Medica,4,Sardegna,Regione,8,40,0.15,34,58,0.38,22,9.57,over65,56.6,2.5,3.5,44,2,65,101800.0,56000.0,23700.0
Nefrologia,Medica,4,Sicilia,Regione,26,130,0.15,110,178,0.399,71,9.46,over65,56.6,2.5,3.5,44,2,65,101800.0,56000.0,23700.0
Nefrologia,Medica,4,Toscana,Regione,20,100,0.15,85,137,0.38,52,7.45,over65,56.6,2.5,3.5,44,2,65,101800.0,56000.0,23700.0
Nefrologia,Medica,4,Umbria,Regione,5,25,0.15,21,32,0.38,12,7.61,over65,56.6,2.5,3.5,44,2,65,101800.0,56000.0,23700.0
Nefrologia,Medica,4,Valle d'Aosta,Regione,1,5,0.15,4,5,0.38,2,10.58,over65,56.6,2.5,3.5,44,2,65,101800.0,56000.0,23700.0
Nefrologia,Medica,4,Veneto,Regione,26,130,0.15,110,181,0.361,65,11.23,over65,56.6,2.5,3.5,44,2,65,101800.0,56000.0,23700.0
Nefrologia,Medica,4,P.A. Bolzano,Regione,3,15,0.15,13,20,0.361,7,15.77,over65,56.6,2.5,3.5,44,2,65,101800.0,56000.0,23700.0
Nefrologia,Medica,4,P.A. Trento,Regione,3,15,0.15,13,20,0.361,7,12.85,over65,56.6,2.5,3.5,44,2,65,101800.0,56000.0,23700.0
Neurologia,Medica,4,Italia (Nazionale),Nazionale,310,1550,0.03,1504,2400,0.38,912,8.5,over65,56.1,3.0,3.0,44,2,65,125000.0,68700.0,46400.0
Neurologia,Medica,4,Abruzzo,Regione,7,35,0.03,34,52,0.38,20,9.03,over65,56.1,3.0,3.0,44,2,65,125000.0,68700.0,46400.0
Neurologia,Medica,4,Basilicata,Regione,3,15,0.03,15,21,0.399,8,8.52,over65,56.1,3.0,3.0,44,2,65,125000.0,68700.0,46400.0
Neurologia,Medica,4,Calabria,Regione,10,50,0.03,48,74,0.399,30,9.5,over65,56.1,3.0,3.0,44,2,65,125000.0,68700.0,46400.0
Neurologia,Medica,4,Campania,Regione,29,145,0.03,141,227,0.38,86,12.63,over65,56.1,3.0,3.0,44,2,65,125000.0,68700.0,46400.0
Neurologia,Medica,4,Emilia-Romagna,Regione,24,120,0.03,116,182,0.38,69,9.01,over65,56.1,3.0,3.0,44,2,65,125000.0,68700.0,46400.0
Neurologia,Medica,4,Friuli-Venezia Giulia,Regione,6,30,0.03,29,49,0.38,19,7.69,over65,56.1,3.0,3.0,44,2,65,125000.0,68700.0,46400.0
Neurologia,Medica,4,Lazio,Regione,30,150,0.03,146,232,0.38,88,11.48,over65,56.1,3.0,3.0,44,2,65,125000.0,68700.0,46400.0
Neurologia,Medica,4,Liguria,Regione,8,40,0.03,39,62,0.399,25,6.51,over65,56.1,3.0,3.0,44,2,65,125000.0,68700.0,46400.0
Neurologia,Medica,4,Lombardia,Regione,53,265,0.03,257,410,0.361,148,10.72,over65,56.1,3.0,3.0,44,2,65,125000.0,68700.0,46400.0
Neurologia,Medica,4,Marche,Regione,8,40,0.03,39,60,0.38,23,8.41,over65,56.1,3.0,3.0,44,2,65,125000.0,68700.0,46400.0
Neurologia,Medica,4,Molise,Regione,2,10,0.03,10,12,0.399,5,6.78,over65,56.1,3.0,3.0,44,2,65,125000.0,68700.0,46400.0
Neurologia,Medica,4,Piemonte,Regione,22,110,0.03,107,173,0.38,66,6.84,over65,56.1,3.0,3.0,44,2,65,125000.0,68700.0,46400.0
Neurologia,Medica,4,Puglia,Regione,20,100,0.03,97,157,0.38,60,9.8,over65,56.1,3.0,3.0,44,2,65,125000.0,68700.0,46400.0
Neurologia,Medica,4,Sardegna,Regione,8,40,0.03,39,63,0.38,24,9.57,over65,56.1,3.0,3.0,44,2,65,125000.0,68700.0,46400.0
Neurologia,Medica,4,Sicilia,Regione,25,125,0.03,121,194,0.399,77,9.46,over65,56.1,3.0,3.0,44,2,65,125000.0,68700.0,46400.0
Neurologia,Medica,4,Toscana,Regione,19,95,0.03,92,149,0.38,57,7.45,over65,56.1,3.0,3.0,44,2,65,125000.0,68700.0,46400.0
Neurologia,Medica,4,Umbria,Regione,4,20,0.03,19,35,0.38,13,7.61,over65,56.1,3.0,3.0,44,2,65,125000.0,68700.0,46400.0
Neurologia,Medica,4,Valle d'Aosta,Regione,1,5,0.03,5,5,0.38,2,10.58,over65,56.1,3.0,3.0,44,2,65,125000.0,68700.0,46400.0
Neurologia,Medica,4,Veneto,Regione,26,130,0.03,126,198,0.361,71,11.23,over65,56.1,3.0,3.0,44,2,65,125000.0,68700.0,46400.0
Neurologia,Medica,4,P.A. Bolzano,Regione,3,15,0.03,15,22,0.361,8,15.77,over65,56.1,3.0,3.0,44,2,65,125000.0,68700.0,46400.0
Neurologia,Medica,4,P.A. Trento,Regione,3,15,0.03,15,22,0.361,8,12.85,over65,56.1,3.0,3.0,44,2,65,125000.0,68700.0,46400.0
Neuropsichiatria infantile,Medica,4,Italia (Nazionale),Nazionale,215,1075,0.02,1054,1200,0.38,456,-10.2,under15,79.2,1.0,1.5,40,1,60,128600.0,70800.0,51800.0
Neuropsichiatria infantile,Medica,4,Abruzzo,Regione,5,25,0.02,24,26,0.38,10,-11.85,under15,79.2,1.0,1.5,40,1,60,128600.0,70800.0,51800.0
Neuropsichiatria infantile,Medica,4,Basilicata,Regione,2,10,0.02,10,11,0.399,4,-12.34,under15,79.2,1.0,1.5,40,1,60,128600.0,70800.0,51800.0
Neuropsichiatria infantile,Medica,4,Calabria,Regione,7,35,0.02,34,37,0.399,15,-10.23,under15,79.2,1.0,1.5,40,1,60,128600.0,70800.0,51800.0
Neuropsichiatria infantile,Medica,4,Campania,Regione,20,100,0.02,98,113,0.38,43,-9.83,under15,79.2,1.0,1.5,40,1,60,128600.0,70800.0,51800.0
Neuropsichiatria infantile,Medica,4,Emilia-Romagna,Regione,16,80,0.02,78,91,0.38,35,-8.5,under15,79.2,1.0,1.5,40,1,60,128600.0,70800.0,51800.0
Neuropsichiatria infantile,Medica,4,Friuli-Venezia Giulia,Regione,4,20,0.02,20,24,0.38,9,-8.04,under15,79.2,1.0,1.5,40,1,60,128600.0,70800.0,51800.0
Neuropsichiatria infantile,Medica,4,Lazio,Regione,21,105,0.02,103,116,0.38,44,-12.77,under15,79.2,1.0,1.5,40,1,60,128600.0,70800.0,51800.0
Neuropsichiatria infantile,Medica,4,Liguria,Regione,6,30,0.02,29,31,0.399,12,-5.44,under15,79.2,1.0,1.5,40,1,60,128600.0,70800.0,51800.0
Neuropsichiatria infantile,Medica,4,Lombardia,Regione,37,185,0.02,181,205,0.361,74,-8.35,under15,79.2,1.0,1.5,40,1,60,128600.0,70800.0,51800.0
Neuropsichiatria infantile,Medica,4,Marche,Regione,5,25,0.02,24,30,0.38,11,-12.1,under15,79.2,1.0,1.5,40,1,60,128600.0,70800.0,51800.0
Neuropsichiatria infantile,Medica,4,Molise,Regione,1,5,0.02,5,6,0.399,2,-11.94,under15,79.2,1.0,1.5,40,1,60,128600.0,70800.0,51800.0
Neuropsichiatria infantile,Medica,4,Piemonte,Regione,16,80,0.02,78,87,0.38,33,-8.69,under15,79.2,1.0,1.5,40,1,60,128600.0,70800.0,51800.0
Neuropsichiatria infantile,Medica,4,Puglia,Regione,14,70,0.02,69,79,0.38,30,-11.82,under15,79.2,1.0,1.5,40,1,60,128600.0,70800.0,51800.0
Neuropsichiatria infantile,Medica,4,Sardegna,Regione,6,30,0.02,29,32,0.38,12,-17.99,under15,79.2,1.0,1.5,40,1,60,128600.0,70800.0,51800.0
Neuropsichiatria infantile,Medica,4,Sicilia,Regione,17,85,0.02,83,97,0.399,39,-10.03,under15,79.2,1.0,1.5,40,1,60,128600.0,70800.0,51800.0
Neuropsichiatria infantile,Medica,4,Toscana,Regione,13,65,0.02,64,74,0.38,28,-9.93,under15,79.2,1.0,1.5,40,1,60,128600.0,70800.0,51800.0
Neuropsichiatria infantile,Medica,4,Umbria,Regione,3,15,0.02,15,17,0.38,6,-12.09,under15,79.2,1.0,1.5,40,1,60,128600.0,70800.0,51800.0
Neuropsichiatria infantile,Medica,4,Valle d'Aosta,Regione,0,0,0.02,0,2,0.38,1,-12.0,under15,79.2,1.0,1.5,40,1,60,128600.0,70800.0,51800.0
Neuropsichiatria infantile,Medica,4,Veneto,Regione,18,90,0.02,88,99,0.361,36,-9.26,under15,79.2,1.0,1.5,40,1,60,128600.0,70800.0,51800.0
Neuropsichiatria infantile,Medica,4,P.A. Bolzano,Regione,2,10,0.02,10,11,0.361,4,-5.68,under15,79.2,1.0,1.5,40,1,60,128600.0,70800.0,51800.0
Neuropsichiatria infantile,Medica,4,P.A. Trento,Regione,2,10,0.02,10,11,0.361,4,-7.37,under15,79.2,1.0,1.5,40,1,60,128600.0,70800.0,51800.0
Oncologia medica,Medica,4,Italia (Nazionale),Nazionale,310,1550,0.05,1472,2100,0.38,798,8.5,over65,60.6,2.0,2.5,44,2,75,109600.0,60300.0,32000.0
Oncologia medica,Medica,4,Abruzzo,Regione,7,35,0.05,33,45,0.38,17,9.03,over65,60.6,2.0,2.5,44,2,75,109600.0,60300.0,32000.0
Oncologia medica,Medica,4,Basilicata,Regione,3,15,0.05,14,19,0.399,8,8.52,over65,60.6,2.0,2.5,44,2,75,109600.0,60300.0,32000.0
Oncologia medica,Medica,4,Calabria,Regione,10,50,0.05,48,65,0.399,26,9.5,over65,60.6,2.0,2.5,44,2,75,109600.0,60300.0,32000.0
Oncologia medica,Medica,4,Campania,Regione,29,145,0.05,138,198,0.38,75,12.63,over65,60.6,2.0,2.5,44,2,75,109600.0,60300.0,32000.0
Oncologia medica,Medica,4,Emilia-Romagna,Regione,24,120,0.05,114,159,0.38,60,9.01,over65,60.6,2.0,2.5,44,2,75,109600.0,60300.0,32000.0
Oncologia medica,Medica,4,Friuli-Venezia Giulia,Regione,6,30,0.05,28,43,0.38,16,7.69,over65,60.6,2.0,2.5,44,2,75,109600.0,60300.0,32000.0
Oncologia medica,Medica,4,Lazio,Regione,30,150,0.05,142,203,0.38,77,11.48,over65,60.6,2.0,2.5,44,2,75,109600.0,60300.0,32000.0
Oncologia medica,Medica,4,Liguria,Regione,8,40,0.05,38,54,0.399,22,6.51,over65,60.6,2.0,2.5,44,2,75,109600.0,60300.0,32000.0
Oncologia medica,Medica,4,Lombardia,Regione,53,265,0.05,252,359,0.361,130,10.72,over65,60.6,2.0,2.5,44,2,75,109600.0,60300.0,32000.0
Oncologia medica,Medica,4,Marche,Regione,8,40,0.05,38,53,0.38,20,8.41,over65,60.6,2.0,2.5,44,2,75,109600.0,60300.0,32000.0
Oncologia medica,Medica,4,Molise,Regione,2,10,0.05,10,10,0.399,4,6.78,over65,60.6,2.0,2.5,44,2,75,109600.0,60300.0,32000.0
Oncologia medica,Medica,4,Piemonte,Regione,22,110,0.05,104,152,0.38,58,6.84,over65,60.6,2.0,2.5,44,2,75,109600.0,60300.0,32000.0
Oncologia medica,Medica,4,Puglia,Regione,20,100,0.05,95,138,0.38,52,9.8,over65,60.6,2.0,2.5,44,2,75,109600.0,60300.0,32000.0
Oncologia medica,Medica,4,Sardegna,Regione,8,40,0.05,38,55,0.38,21,9.57,over65,60.6,2.0,2.5,44,2,75,109600.0,60300.0,32000.0
Oncologia medica,Medica,4,Sicilia,Regione,25,125,0.05,119,170,0.399,68,9.46,over65,60.6,2.0,2.5,44,2,75,109600.0,60300.0,32000.0
Oncologia medica,Medica,4,Toscana,Regione,19,95,0.05,90,130,0.38,49,7.45,over65,60.6,2.0,2.5,44,2,75,109600.0,60300.0,32000.0
Oncologia medica,Medica,4,Umbria,Regione,4,20,0.05,19,30,0.38,11,7.61,over65,60.6,2.0,2.5,44,2,75,109600.0,60300.0,32000.0
Oncologia medica,Medica,4,Valle d'Aosta,Regione,1,5,0.05,5,4,0.38,2,10.58,over65,60.6,2.0,2.5,44,2,75,109600.0,60300.0,32000.0
Oncologia medica,Medica,4,Veneto,Regione,26,130,0.05,124,173,0.361,62,11.23,over65,60.6,2.0,2.5,44,2,75,109600.0,60300.0,32000.0
Oncologia medica,Medica,4,P.A. Bolzano,Regione,3,15,0.05,14,19,0.361,7,15.77,over65,60.6,2.0,2.5,44,2,75,109600.0,60300.0,32000.0
Oncologia medica,Medica,4,P.A. Trento,Regione,3,15,0.05,14,20,0.361,7,12.85,over65,60.6,2.0,2.5,44,2,75,109600.0,60300.0,32000.0
Pediatria,Medica,5,Italia (Nazionale),Nazionale,812,4060,0.03,3938,6200,0.38,2356,-10.2,under15,51.9,4.0,3.0,44,2,65,125800.0,69200.0,46400.0
Pediatria,Medica,5,Abruzzo,Regione,17,85,0.03,82,133,0.38,51,-11.85,under15,51.9,4.0,3.0,44,2,65,125800.0,69200.0,46400.0
Pediatria,Medica,5,Basilicata,Regione,7,35,0.03,34,55,0.399,22,-12.34,under15,51.9,4.0,3.0,44,2,65,125800.0,69200.0,46400.0
Pediatria,Medica,5,Calabria,Regione,25,125,0.03,121,192,0.399,77,-10.23,under15,51.9,4.0,3.0,44,2,65,125800.0,69200.0,46400.0
Pediatria,Medica,5,Campania,Regione,77,385,0.03,373,586,0.38,223,-9.83,under15,51.9,4.0,3.0,44,2,65,125800.0,69200.0,46400.0
Pediatria,Medica,5,Emilia-Romagna,Regione,62,310,0.03,301,471,0.38,179,-8.5,under15,51.9,4.0,3.0,44,2,65,125800.0,69200.0,46400.0
Pediatria,Medica,5,Friuli-Venezia Giulia,Regione,16,80,0.03,78,126,0.38,48,-8.04,under15,51.9,4.0,3.0,44,2,65,125800.0,69200.0,46400.0
Pediatria,Medica,5,Lazio,Regione,79,395,0.03,383,600,0.38,228,-12.77,under15,51.9,4.0,3.0,44,2,65,125800.0,69200.0,46400.0
Pediatria,Medica,5,Liguria,Regione,21,105,0.03,102,159,0.399,63,-5.44,under15,51.9,4.0,3.0,44,2,65,125800.0,69200.0,46400.0
Pediatria,Medica,5,Lombardia,Regione,139,695,0.03,674,1059,0.361,382,-8.35,under15,51.9,4.0,3.0,44,2,65,125800.0,69200.0,46400.0
Pediatria,Medica,5,Marche,Regione,20,100,0.03,97,156,0.38,59,-12.1,under15,51.9,4.0,3.0,44,2,65,125800.0,69200.0,46400.0
Pediatria,Medica,5,Molise,Regione,4,20,0.03,19,30,0.399,12,-11.94,under15,51.9,4.0,3.0,44,2,65,125800.0,69200.0,46400.0
Pediatria,Medica,5,Piemonte,Regione,59,295,0.03,286,448,0.38,170,-8.69,under15,51.9,4.0,3.0,44,2,65,125800.0,69200.0,46400.0
Pediatria,Medica,5,Puglia,Regione,53,265,0.03,257,407,0.38,155,-11.82,under15,51.9,4.0,3.0,44,2,65,125800.0,69200.0,46400.0
Pediatria,Medica,5,Sardegna,Regione,21,105,0.03,102,164,0.38,62,-17.99,under15,51.9,4.0,3.0,44,2,65,125800.0,69200.0,46400.0
Pediatria,Medica,5,Sicilia,Regione,66,330,0.03,320,502,0.399,200,-10.03,under15,51.9,4.0,3.0,44,2,65,125800.0,69200.0,46400.0
Pediatria,Medica,5,Toscana,Regione,50,250,0.03,242,385,0.38,146,-9.93,under15,51.9,4.0,3.0,44,2,65,125800.0,69200.0,46400.0
Pediatria,Medica,5,Umbria,Regione,12,60,0.03,58,89,0.38,34,-12.09,under15,51.9,4.0,3.0,44,2,65,125800.0,69200.0,46400.0
Pediatria,Medica,5,Valle d'Aosta,Regione,2,10,0.03,10,13,0.38,5,-12.0,under15,51.9,4.0,3.0,44,2,65,125800.0,69200.0,46400.0
Pediatria,Medica,5,Veneto,Regione,67,335,0.03,325,511,0.361,184,-9.26,under15,51.9,4.0,3.0,44,2,65,125800.0,69200.0,46400.0
Pediatria,Medica,5,P.A. Bolzano,Regione,7,35,0.03,34,57,0.361,21,-5.68,under15,51.9,4.0,3.0,44,2,65,125800.0,69200.0,46400.0
Pediatria,Medica,5,P.A. Trento,Regione,8,40,0.03,39,58,0.361,21,-7.37,under15,51.9,4.0,3.0,44,2,65,125800.0,69200.0,46400.0
Psichiatria,Medica,4,Italia (Nazionale),Nazionale,520,2600,0.1,2340,4800,0.38,1824,-0.5,totale,59.7,3.0,2.0,42,2,80,130300.0,71700.0,51800.0
Psichiatria,Medica,4,Abruzzo,Regione,11,55,0.1,50,103,0.38,39,-1.18,totale,59.7,3.0,2.0,42,2,80,130300.0,71700.0,51800.0
Psichiatria,Medica,4,Basilicata,Regione,5,25,0.1,22,43,0.399,17,-4.41,totale,59.7,3.0,2.0,42,2,80,130300.0,71700.0,51800.0
Psichiatria,Medica,4,Calabria,Regione,16,80,0.1,72,149,0.399,59,-2.33,totale,59.7,3.0,2.0,42,2,80,130300.0,71700.0,51800.0
Psichiatria,Medica,4,Campania,Regione,49,245,0.1,220,454,0.38,173,-1.77,totale,59.7,3.0,2.0,42,2,80,130300.0,71700.0,51800.0
