disciplina,area,durata_anni,territorio,tipo_territorio,contratti_annui_totali,contratti_quinquennio_2026_2031,tasso_abbandono_stimato,nuovi_specialisti_effettivi_5anni,stock_medici_attivi,quota_pensionandi_60plus,pensionamenti_stimati_2026_2031,delta_demografico_target_pct,target_demografico,qol_score_base,notti_mese,reperibilita_mese,ore_settimanali,classe_rischio_legale,indice_burnout,rep_lorda_annua,rep_netta_annua,rep_privato_stimato
Ortopedia e traumatologia,Chirurgica,5,Emilia-Romagna,Regione,36,180,0.04,173,319,0.38,121,9.01,over65,28.2,4.0,5.0,48,5,70,142600.0,78500.0,63300.0
Ortopedia e traumatologia,Chirurgica,5,Friuli-Venezia Giulia,Regione,10,50,0.04,48,85,0.38,32,7.69,over65,28.2,4.0,5.0,48,5,70,142600.0,78500.0,63300.0
Ortopedia e traumatologia,Chirurgica,5,Lazio,Regione,46,230,0.04,221,407,0.38,155,11.48,over65,28.2,4.0,5.0,48,5,70,142600.0,78500.0,63300.0
Ortopedia e traumatologia,Chirurgica,5,Liguria,Regione,12,60,0.04,58,108,0.399,43,6.51,over65,28.2,4.0,5.0,48,5,70,142600.0,78500.0,63300.0
Ortopedia e traumatologia,Chirurgica,5,Lombardia,Regione,81,405,0.04,389,717,0.361,259,10.72,over65,28.2,4.0,5.0,48,5,70,142600.0,78500.0,63300.0
Ortopedia e traumatologia,Chirurgica,5,Marche,Regione,12,60,0.04,58,105,0.38,40,8.41,over65,28.2,4.0,5.0,48,5,70,142600.0,78500.0,63300.0
Ortopedia e traumatologia,Chirurgica,5,Molise,Regione,2,10,0.04,10,20,0.399,8,6.78,over65,28.2,4.0,5.0,48,5,70,142600.0,78500.0,63300.0
Ortopedia e traumatologia,Chirurgica,5,Piemonte,Regione,34,170,0.04,163,303,0.38,115,6.84,over65,28.2,4.0,5.0,48,5,70,142600.0,78500.0,63300.0
Ortopedia e traumatologia,Chirurgica,5,Puglia,Regione,31,155,0.04,149,275,0.38,104,9.8,over65,28.2,4.0,5.0,48,5,70,142600.0,78500.0,63300.0
Ortopedia e traumatologia,Chirurgica,5,Sardegna,Regione,12,60,0.04,58,111,0.38,42,9.57,over65,28.2,4.0,5.0,48,5,70,142600.0,78500.0,63300.0
Ortopedia e traumatologia,Chirurgica,5,Sicilia,Regione,38,190,0.04,182,340,0.399,136,9.46,over65,28.2,4.0,5.0,48,5,70,142600.0,78500.0,63300.0
Ortopedia e traumatologia,Chirurgica,5,Toscana,Regione,29,145,0.04,139,261,0.38,99,7.45,over65,28.2,4.0,5.0,48,5,70,142600.0,78500.0,63300.0
Ortopedia e traumatologia,Chirurgica,5,Umbria,Regione,7,35,0.04,34,61,0.38,23,7.61,over65,28.2,4.0,5.0,48,5,70,142600.0,78500.0,63300.0
Ortopedia e traumatologia,Chirurgica,5,Valle d'Aosta,Regione,1,5,0.04,5,9,0.38,3,10.58,over65,28.2,4.0,5.0,48,5,70,142600.0,78500.0,63300.0
Ortopedia e traumatologia,Chirurgica,5,Veneto,Regione,39,195,0.04,187,346,0.361,125,11.23,over65,28.2,4.0,5.0,48,5,70,142600.0,78500.0,63300.0
Ortopedia e traumatologia,Chirurgica,5,P.A. Bolzano,Regione,4,20,0.04,19,39,0.361,14,15.77,over65,28.2,4.0,5.0,48,5,70,142600.0,78500.0,63300.0
Ortopedia e traumatologia,Chirurgica,5,P.A. Trento,Regione,4,20,0.04,19,39,0.361,14,12.85,over65,28.2,4.0,5.0,48,5,70,142600.0,78500.0,63300.0
Otorinolaringoiatria,Chirurgica,4,Italia (Nazionale),Nazionale,185,925,0.03,897,1800,0.38,684,-0.5,totale,61.4,2.0,3.0,42,3,50,129500.0,71200.0,51800.0
Otorinolaringoiatria,Chirurgica,4,Abruzzo,Regione,4,20,0.03,19,39,0.38,15,-1.18,totale,61.4,2.0,3.0,42,3,50,129500.0,71200.0,51800.0
Otorinolaringoiatria,Chirurgica,4,Basilicata,Regione,2,10,0.03,10,16,0.399,6,-4.41,totale,61.4,2.0,3.0,42,3,50,129500.0,71200.0,51800.0
Otorinolaringoiatria,Chirurgica,4,Calabria,Regione,6,30,0.03,29,56,0.399,22,-2.33,totale,61.4,2.0,3.0,42,3,50,129500.0,71200.0,51800.0
Otorinolaringoiatria,Chirurgica,4,Campania,Regione,17,85,0.03,82,170,0.38,65,-1.77,totale,61.4,2.0,3.0,42,3,50,129500.0,71200.0,51800.0
Otorinolaringoiatria,Chirurgica,4,Emilia-Romagna,Regione,14,70,0.03,68,137,0.38,52,0.99,totale,61.4,2.0,3.0,42,3,50,129500.0,71200.0,51800.0
Otorinolaringoiatria,Chirurgica,4,Friuli-Venezia Giulia,Regione,4,20,0.03,19,36,0.38,14,-0.45,totale,61.4,2.0,3.0,42,3,50,129500.0,71200.0,51800.0
Otorinolaringoiatria,Chirurgica,4,Lazio,Regione,18,90,0.03,87,174,0.38,66,-0.4,totale,61.4,2.0,3.0,42,3,50,129500.0,71200.0,51800.0
Otorinolaringoiatria,Chirurgica,4,Liguria,Regione,5,25,0.03,24,46,0.399,18,0.13,totale,61.4,2.0,3.0,42,3,50,129500.0,71200.0,51800.0
Otorinolaringoiatria,Chirurgica,4,Lombardia,Regione,32,160,0.03,155,307,0.361,111,0.82,totale,61.4,2.0,3.0,42,3,50,129500.0,71200.0,51800.0
Otorinolaringoiatria,Chirurgica,4,Marche,Regione,5,25,0.03,24,45,0.38,17,-0.81,totale,61.4,2.0,3.0,42,3,50,129500.0,71200.0,51800.0
Otorinolaringoiatria,Chirurgica,4,Molise,Regione,1,5,0.03,5,9,0.399,4,-3.24,totale,61.4,2.0,3.0,42,3,50,129500.0,71200.0,51800.0
Otorinolaringoiatria,Chirurgica,4,Piemonte,Regione,13,65,0.03,63,130,0.38,49,-0.21,totale,61.4,2.0,3.0,42,3,50,129500.0,71200.0,51800.0
Otorinolaringoiatria,Chirurgica,4,Puglia,Regione,12,60,0.03,58,118,0.38,45,-2.15,totale,61.4,2.0,3.0,42,3,50,129500.0,71200.0,51800.0
Otorinolaringoiatria,Chirurgica,4,Sardegna,Regione,5,25,0.03,24,47,0.38,18,-3.2,totale,61.4,2.0,3.0,42,3,50,129500.0,71200.0,51800.0
Otorinolaringoiatria,Chirurgica,4,Sicilia,Regione,15,75,0.03,73,146,0.399,58,-1.88,totale,61.4,2.0,3.0,42,3,50,129500.0,71200.0,51800.0
Otorinolaringoiatria,Chirurgica,4,Toscana,Regione,11,55,0.03,53,112,0.38,43,-0.3,totale,61.4,2.0,3.0,42,3,50,129500.0,71200.0,51800.0
Otorinolaringoiatria,Chirurgica,4,Umbria,Regione,3,15,0.03,15,26,0.38,10,-1.16,totale,61.4,2.0,3.0,42,3,50,129500.0,71200.0,51800.0
Otorinolaringoiatria,Chirurgica,4,Valle d'Aosta,Regione,0,0,0.03,0,4,0.38,2,-0.55,totale,61.4,2.0,3.0,42,3,50,129500.0,71200.0,51800.0
Otorinolaringoiatria,Chirurgica,4,Veneto,Regione,15,75,0.03,73,148,0.361,53,-0.1,totale,61.4,2.0,3.0,42,3,50,129500.0,71200.0,51800.0
Otorinolaringoiatria,Chirurgica,4,P.A. Bolzano,Regione,2,10,0.03,10,17,0.361,6,1.62,totale,61.4,2.0,3.0,42,3,50,129500.0,71200.0,51800.0
Otorinolaringoiatria,Chirurgica,4,P.A. Trento,Regione,2,10,0.03,10,17,0.361,6,1.32,totale,61.4,2.0,3.0,42,3,50,129500.0,71200.0,51800.0
Urologia,Chirurgica,5,Italia (Nazionale),Nazionale,250,1250,0.05,1188,1850,0.38,703,8.5,over65,48.6,3.0,4.0,45,3,60,130300.0,71700.0,51800.0
Urologia,Chirurgica,5,Abruzzo,Regione,5,25,0.05,24,40,0.38,15,9.03,over65,48.6,3.0,4.0,45,3,60,130300.0,71700.0,51800.0
Urologia,Chirurgica,5,Basilicata,Regione,2,10,0.05,10,16,0.399,6,8.52,over65,48.6,3.0,4.0,45,3,60,130300.0,71700.0,51800.0
Urologia,Chirurgica,5,Calabria,Regione,8,40,0.05,38,57,0.399,23,9.5,over65,48.6,3.0,4.0,45,3,60,130300.0,71700.0,51800.0
Urologia,Chirurgica,5,Campania,Regione,24,120,0.05,114,175,0.38,66,12.63,over65,48.6,3.0,4.0,45,3,60,130300.0,71700.0,51800.0
Urologia,Chirurgica,5,Emilia-Romagna,Regione,19,95,0.05,90,140,0.38,53,9.01,over65,48.6,3.0,4.0,45,3,60,130300.0,71700.0,51800.0
Urologia,Chirurgica,5,Friuli-Venezia Giulia,Regione,5,25,0.05,24,37,0.38,14,7.69,over65,48.6,3.0,4.0,45,3,60,130300.0,71700.0,51800.0
Urologia,Chirurgica,5,Lazio,Regione,24,120,0.05,114,179,0.38,68,11.48,over65,48.6,3.0,4.0,45,3,60,130300.0,71700.0,51800.0
Urologia,Chirurgica,5,Liguria,Regione,6,30,0.05,28,47,0.399,19,6.51,over65,48.6,3.0,4.0,45,3,60,130300.0,71700.0,51800.0
Urologia,Chirurgica,5,Lombardia,Regione,43,215,0.05,204,316,0.361,114,10.72,over65,48.6,3.0,4.0,45,3,60,130300.0,71700.0,51800.0
Urologia,Chirurgica,5,Marche,Regione,6,30,0.05,28,46,0.38,17,8.41,over65,48.6,3.0,4.0,45,3,60,130300.0,71700.0,51800.0
Urologia,Chirurgica,5,Molise,Regione,1,5,0.05,5,9,0.399,4,6.78,over65,48.6,3.0,4.0,45,3,60,130300.0,71700.0,51800.0
Urologia,Chirurgica,5,Piemonte,Regione,18,90,0.05,86,134,0.38,51,6.84,over65,48.6,3.0,4.0,45,3,60,130300.0,71700.0,51800.0
Urologia,Chirurgica,5,Puglia,Regione,16,80,0.05,76,121,0.38,46,9.8,over65,48.6,3.0,4.0,45,3,60,130300.0,71700.0,51800.0
Urologia,Chirurgica,5,Sardegna,Regione,7,35,0.05,33,49,0.38,19,9.57,over65,48.6,3.0,4.0,45,3,60,130300.0,71700.0,51800.0
Urologia,Chirurgica,5,Sicilia,Regione,20,100,0.05,95,150,0.399,60,9.46,over65,48.6,3.0,4.0,45,3,60,130300.0,71700.0,51800.0
Urologia,Chirurgica,5,Toscana,Regione,16,80,0.05,76,115,0.38,44,7.45,over65,48.6,3.0,4.0,45,3,60,130300.0,71700.0,51800.0
Urologia,Chirurgica,5,Umbria,Regione,4,20,0.05,19,27,0.38,10,7.61,over65,48.6,3.0,4.0,45,3,60,130300.0,71700.0,51800.0
Urologia,Chirurgica,5,Valle d'Aosta,Regione,1,5,0.05,5,4,0.38,2,10.58,over65,48.6,3.0,4.0,45,3,60,130300.0,71700.0,51800.0
Urologia,Chirurgica,5,Veneto,Regione,21,105,0.05,100,152,0.361,55,11.23,over65,48.6,3.0,4.0,45,3,60,130300.0,71700.0,51800.0
Urologia,Chirurgica,5,P.A. Bolzano,Regione,2,10,0.05,10,17,0.361,6,15.77,over65,48.6,3.0,4.0,45,3,60,130300.0,71700.0,51800.0
Urologia,Chirurgica,5,P.A. Trento,Regione,2,10,0.05,10,17,0.361,6,12.85,over65,48.6,3.0,4.0,45,3,60,130300.0,71700.0,51800.0
Anatomia patologica,Servizi,4,Italia (Nazionale),Nazionale,175,875,0.3,612,1380,0.38,524,8.5,over65,87.1,0.0,0.5,38,2,50,86500.0,47600.0,10500.0
Anatomia patologica,Servizi,4,Abruzzo,Regione,4,20,0.3,14,30,0.38,11,9.03,over65,87.1,0.0,0.5,38,2,50,86500.0,47600.0,10500.0
Anatomia patologica,Servizi,4,Basilicata,Regione,2,10,0.3,7,12,0.399,5,8.52,over65,87.1,0.0,0.5,38,2,50,86500.0,47600.0,10500.0
Anatomia patologica,Servizi,4,Calabria,Regione,5,25,0.3,18,43,0.399,17,9.5,over65,87.1,0.0,0.5,38,2,50,86500.0,47600.0,10500.0
Anatomia patologica,Servizi,4,Campania,Regione,17,85,0.3,59,130,0.38,49,12.63,over65,87.1,0.0,0.5,38,2,50,86500.0,47600.0,10500.0
Anatomia patologica,Servizi,4,Emilia-Romagna,Regione,13,65,0.3,46,105,0.38,40,9.01,over65,87.1,0.0,0.5,38,2,50,86500.0,47600.0,10500.0
Anatomia patologica,Servizi,4,Friuli-Venezia Giulia,Regione,4,20,0.3,14,28,0.38,11,7.69,over65,87.1,0.0,0.5,38,2,50,86500.0,47600.0,10500.0
Anatomia patologica,Servizi,4,Lazio,Regione,17,85,0.3,59,134,0.38,51,11.48,over65,87.1,0.0,0.5,38,2,50,86500.0,47600.0,10500.0
Anatomia patologica,Servizi,4,Liguria,Regione,4,20,0.3,14,35,0.399,14,6.51,over65,87.1,0.0,0.5,38,2,50,86500.0,47600.0,10500.0
Anatomia patologica,Servizi,4,Lombardia,Regione,30,150,0.3,105,236,0.361,85,10.72,over65,87.1,0.0,0.5,38,2,50,86500.0,47600.0,10500.0
Anatomia patologica,Servizi,4,Marche,Regione,4,20,0.3,14,35,0.38,13,8.41,over65,87.1,0.0,0.5,38,2,50,86500.0,47600.0,10500.0
Anatomia patologica,Servizi,4,Molise,Regione,1,5,0.3,4,7,0.399,3,6.78,over65,87.1,0.0,0.5,38,2,50,86500.0,47600.0,10500.0
Anatomia patologica,Servizi,4,Piemonte,Regione,13,65,0.3,46,100,0.38,38,6.84,over65,87.1,0.0,0.5,38,2,50,86500.0,47600.0,10500.0
Anatomia patologica,Servizi,4,Puglia,Regione,11,55,0.3,38,91,0.38,35,9.8,over65,87.1,0.0,0.5,38,2,50,86500.0,47600.0,10500.0
Anatomia patologica,Servizi,4,Sardegna,Regione,5,25,0.3,18,36,0.38,14,9.57,over65,87.1,0.0,0.5,38,2,50,86500.0,47600.0,10500.0
Anatomia patologica,Servizi,4,Sicilia,Regione,14,70,0.3,49,112,0.399,45,9.46,over65,87.1,0.0,0.5,38,2,50,86500.0,47600.0,10500.0
Anatomia patologica,Servizi,4,Toscana,Regione,11,55,0.3,38,86,0.38,33,7.45,over65,87.1,0.0,0.5,38,2,50,86500.0,47600.0,10500.0
Anatomia patologica,Servizi,4,Umbria,Regione,3,15,0.3,10,20,0.38,8,7.61,over65,87.1,0.0,0.5,38,2,50,86500.0,47600.0,10500.0
Anatomia patologica,Servizi,4,Valle d'Aosta,Regione,0,0,0.3,0,3,0.38,1,10.58,over65,87.1,0.0,0.5,38,2,50,86500.0,47600.0,10500.0
Anatomia patologica,Servizi,4,Veneto,Regione,14,70,0.3,49,114,0.361,41,11.23,over65,87.1,0.0,0.5,38,2,50,86500.0,47600.0,10500.0
Anatomia patologica,Servizi,4,P.A. Bolzano,Regione,2,10,0.3,7,13,0.361,5,15.77,over65,87.1,0.0,0.5,38,2,50,86500.0,47600.0,10500.0
Anatomia patologica,Servizi,4,P.A. Trento,Regione,2,10,0.3,7,13,0.361,5,12.85,over65,87.1,0.0,0.5,38,2,50,86500.0,47600.0,10500.0
"Anestesia Rianimazione, Terapia Intensiva e del dolore",Servizi,5,Italia (Nazionale),Nazionale,1540,7700,0.14,6622,11500,0.38,4370,-0.5,totale,29.4,5.5,4.5,48,3,80,91100.0,50100.0,10500.0
"Anestesia Rianimazione, Terapia Intensiva e del dolore",Servizi,5,Abruzzo,Regione,33,165,0.14,142,247,0.38,94,-1.18,totale,29.4,5.5,4.5,48,3,80,91100.0,50100.0,10500.0
"Anestesia Rianimazione, Terapia Intensiva e del dolore",Servizi,5,Basilicata,Regione,14,70,0.14,60,102,0.399,41,-4.41,totale,29.4,5.5,4.5,48,3,80,91100.0,50100.0,10500.0
"Anestesia Rianimazione, Terapia Intensiva e del dolore",Servizi,5,Calabria,Regione,48,240,0.14,206,357,0.399,142,-2.33,totale,29.4,5.5,4.5,48,3,80,91100.0,50100.0,10500.0
"Anestesia Rianimazione, Terapia Intensiva e del dolore",Servizi,5,Campania,Regione,146,730,0.14,628,1087,0.38,413,-1.77,totale,29.4,5.5,4.5,48,3,80,91100.0,50100.0,10500.0
"Anestesia Rianimazione, Terapia Intensiva e del dolore",Servizi,5,Emilia-Romagna,Regione,117,585,0.14,503,873,0.38,332,0.99,totale,29.4,5.5,4.5,48,3,80,91100.0,50100.0,10500.0
"Anestesia Rianimazione, Terapia Intensiva e del dolore",Servizi,5,Friuli-Venezia Giulia,Regione,31,155,0.14,133,233,0.38,89,-0.45,totale,29.4,5.5,4.5,48,3,80,91100.0,50100.0,10500.0
"Anestesia Rianimazione, Terapia Intensiva e del dolore",Servizi,5,Lazio,Regione,149,745,0.14,641,1114,0.38,423,-0.4,totale,29.4,5.5,4.5,48,3,80,91100.0,50100.0,10500.0
"Anestesia Rianimazione, Terapia Intensiva e del dolore",Servizi,5,Liguria,Regione,40,200,0.14,172,295,0.399,118,0.13,totale,29.4,5.5,4.5,48,3,80,91100.0,50100.0,10500.0
"Anestesia Rianimazione, Terapia Intensiva e del dolore",Servizi,5,Lombardia,Regione,263,1315,0.14,1131,1963,0.361,709,0.82,totale,29.4,5.5,4.5,48,3,80,91100.0,50100.0,10500.0
"Anestesia Rianimazione, Terapia Intensiva e del dolore",Servizi,5,Marche,Regione,39,195,0.14,168,289,0.38,110,-0.81,totale,29.4,5.5,4.5,48,3,80,91100.0,50100.0,10500.0
"Anestesia Rianimazione, Terapia Intensiva e del dolore",Servizi,5,Molise,Regione,7,35,0.14,30,56,0.399,22,-3.24,totale,29.4,5.5,4.5,48,3,80,91100.0,50100.0,10500.0
"Anestesia Rianimazione, Terapia Intensiva e del dolore",Servizi,5,Piemonte,Regione,111,555,0.14,477,830,0.38,315,-0.21,totale,29.4,5.5,4.5,48,3,80,91100.0,50100.0,10500.0
"Anestesia Rianimazione, Terapia Intensiva e del dolore",Servizi,5,Puglia,Regione,101,505,0.14,434,754,0.38,287,-2.15,totale,29.4,5.5,4.5,48,3,80,91100.0,50100.0,10500.0
"Anestesia Rianimazione, Terapia Intensiva e del dolore",Servizi,5,Sardegna,Regione,41,205,0.14,176,303,0.38,115,-3.2,totale,29.4,5.5,4.5,48,3,80,91100.0,50100.0,10500.0
"Anestesia Rianimazione, Terapia Intensiva e del dolore",Servizi,5,Sicilia,Regione,125,625,0.14,538,932,0.399,372,-1.88,totale,29.4,5.5,4.5,48,3,80,91100.0,50100.0,10500.0
"Anestesia Rianimazione, Terapia Intensiva e del dolore",Servizi,5,Toscana,Regione,96,480,0.14,413,714,0.38,271,-0.3,totale,29.4,5.5,4.5,48,3,80,91100.0,50100.0,10500.0
"Anestesia Rianimazione, Terapia Intensiva e del dolore",Servizi,5,Umbria,Regione,22,110,0.14,95,166,0.38,63,-1.16,totale,29.4,5.5,4.5,48,3,80,91100.0,50100.0,10500.0
"Anestesia Rianimazione, Terapia Intensiva e del dolore",Servizi,5,Valle d'Aosta,Regione,3,15,0.14,13,24,0.38,9,-0.55,totale,29.4,5.5,4.5,48,3,80,91100.0,50100.0,10500.0
"Anestesia Rianimazione, Terapia Intensiva e del dolore",Servizi,5,Veneto,Regione,127,635,0.14,546,948,0.361,342,-0.1,totale,29.4,5.5,4.5,48,3,80,91100.0,50100.0,10500.0
"Anestesia Rianimazione, Terapia Intensiva e del dolore",Servizi,5,P.A. Bolzano,Regione,14,70,0.14,60,106,0.361,38,1.62,totale,29.4,5.5,4.5,48,3,80,91100.0,50100.0,10500.0
"Anestesia Rianimazione, Terapia Intensiva e del dolore",Servizi,5,P.A. Trento,Regione,14,70,0.14,60,107,0.361,39,1.32,totale,29.4,5.5,4.5,48,3,80,91100.0,50100.0,10500.0
Audiologia e foniatria,Servizi,4,Italia (Nazionale),Nazionale,35,175,0.08,161,250,0.38,95,-0.5,totale,93.1,0.0,0.5,38,1,35,112500.0,61900.0,36500.0
Audiologia e foniatria,Servizi,4,Abruzzo,Regione,1,5,0.08,5,5,0.38,2,-1.18,totale,93.1,0.0,0.5,38,1,35,112500.0,61900.0,36500.0
Audiologia e foniatria,Servizi,4,Basilicata,Regione,0,0,0.08,0,2,0.399,1,-4.41,totale,93.1,0.0,0.5,38,1,35,112500.0,61900.0,36500.0
Audiologia e foniatria,Servizi,4,Calabria,Regione,1,5,0.08,5,8,0.399,3,-2.33,totale,93.1,0.0,0.5,38,1,35,112500.0,61900.0,36500.0
Audiologia e foniatria,Servizi,4,Campania,Regione,3,15,0.08,14,24,0.38,9,-1.77,totale,93.1,0.0,0.5,38,1,35,112500.0,61900.0,36500.0
Audiologia e foniatria,Servizi,4,Emilia-Romagna,Regione,3,15,0.08,14,19,0.38,7,0.99,totale,93.1,0.0,0.5,38,1,35,112500.0,61900.0,36500.0
Audiologia e foniatria,Servizi,4,Friuli-Venezia Giulia,Regione,1,5,0.08,5,5,0.38,2,-0.45,totale,93.1,0.0,0.5,38,1,35,112500.0,61900.0,36500.0
Audiologia e foniatria,Servizi,4,Lazio,Regione,3,15,0.08,14,24,0.38,9,-0.4,totale,93.1,0.0,0.5,38,1,35,112500.0,61900.0,36500.0
Audiologia e foniatria,Servizi,4,Liguria,Regione,1,5,0.08,5,6,0.399,2,0.13,totale,93.1,0.0,0.5,38,1,35,112500.0,61900.0,36500.0
Audiologia e foniatria,Servizi,4,Lombardia,Regione,6,30,0.08,28,43,0.361,16,0.82,totale,93.1,0.0,0.5,38,1,35,112500.0,61900.0,36500.0
Audiologia e foniatria,Servizi,4,Marche,Regione,1,5,0.08,5,6,0.38,2,-0.81,totale,93.1,0.0,0.5,38,1,35,112500.0,61900.0,36500.0
Audiologia e foniatria,Servizi,4,Molise,Regione,0,0,0.08,0,1,0.399,0,-3.24,totale,93.1,0.0,0.5,38,1,35,112500.0,61900.0,36500.0
Audiologia e foniatria,Servizi,4,Piemonte,Regione,3,15,0.08,14,18,0.38,7,-0.21,totale,93.1,0.0,0.5,38,1,35,112500.0,61900.0,36500.0
Audiologia e foniatria,Servizi,4,Puglia,Regione,2,10,0.08,9,16,0.38,6,-2.15,totale,93.1,0.0,0.5,38,1,35,112500.0,61900.0,36500.0
Audiologia e foniatria,Servizi,4,Sardegna,Regione,1,5,0.08,5,7,0.38,3,-3.2,totale,93.1,0.0,0.5,38,1,35,112500.0,61900.0,36500.0
Audiologia e foniatria,Servizi,4,Sicilia,Regione,3,15,0.08,14,20,0.399,8,-1.88,totale,93.1,0.0,0.5,38,1,35,112500.0,61900.0,36500.0
Audiologia e foniatria,Servizi,4,Toscana,Regione,2,10,0.08,9,16,0.38,6,-0.3,totale,93.1,0.0,0.5,38,1,35,112500.0,61900.0,36500.0
Audiologia e foniatria,Servizi,4,Umbria,Regione,1,5,0.08,5,4,0.38,2,-1.16,totale,93.1,0.0,0.5,38,1,35,112500.0,61900.0,36500.0
Audiologia e foniatria,Servizi,4,Valle d'Aosta,Regione,0,0,0.08,0,1,0.38,0,-0.55,totale,93.1,0.0,0.5,38,1,35,112500.0,61900.0,36500.0
Audiologia e foniatria,Servizi,4,Veneto,Regione,3,15,0.08,14,21,0.361,8,-0.1,totale,93.1,0.0,0.5,38,1,35,112500.0,61900.0,36500.0
Audiologia e foniatria,Servizi,4,P.A. Bolzano,Regione,0,0,0.08,0,2,0.361,1,1.62,totale,93.1,0.0,0.5,38,1,35,112500.0,61900.0,36500.0
Audiologia e foniatria,Servizi,4,P.A. Trento,Regione,0,0,0.08,0,2,0.361,1,1.32,totale,93.1,0.0,0.5,38,1,35,112500.0,61900.0,36500.0
Farmacologia e Tossicologia Clinica,Servizi,4,Italia (Nazionale),Nazionale,105,525,0.42,305,450,0.38,171,-0.5,totale,93.1,0.0,0.5,38,1,35,83900.0,46200.0,7900.0
Farmacologia e Tossicologia Clinica,Servizi,4,Abruzzo,Regione,2,10,0.42,6,10,0.38,4,-1.18,totale,93.1,0.0,0.5,38,1,35,83900.0,46200.0,7900.0
Farmacologia e Tossicologia Clinica,Servizi,4,Basilicata,Regione,1,5,0.42,3,4,0.399,2,-4.41,totale,93.1,0.0,0.5,38,1,35,83900.0,46200.0,7900.0
Farmacologia e Tossicologia Clinica,Servizi,4,Calabria,Regione,3,15,0.42,9,14,0.399,6,-2.33,totale,93.1,0.0,0.5,38,1,35,83900.0,46200.0,7900.0
Farmacologia e Tossicologia Clinica,Servizi,4,Campania,Regione,10,50,0.42,29,43,0.38,16,-1.77,totale,93.1,0.0,0.5,38,1,35,83900.0,46200.0,7900.0
Farmacologia e Tossicologia Clinica,Servizi,4,Emilia-Romagna,Regione,8,40,0.42,23,34,0.38,13,0.99,totale,93.1,0.0,0.5,38,1,35,83900.0,46200.0,7900.0
Farmacologia e Tossicologia Clinica,Servizi,4,Friuli-Venezia Giulia,Regione,2,10,0.42,6,9,0.38,3,-0.45,totale,93.1,0.0,0.5,38,1,35,83900.0,46200.0,7900.0
Farmacologia e Tossicologia Clinica,Servizi,4,Lazio,Regione,10,50,0.42,29,44,0.38,17,-0.4,totale,93.1,0.0,0.5,38,1,35,83900.0,46200.0,7900.0
Farmacologia e Tossicologia Clinica,Servizi,4,Liguria,Regione,3,15,0.42,9,12,0.399,5,0.13,totale,93.1,0.0,0.5,38,1,35,83900.0,46200.0,7900.0
Farmacologia e Tossicologia Clinica,Servizi,4,Lombardia,Regione,18,90,0.42,52,77,0.361,28,0.82,totale,93.1,0.0,0.5,38,1,35,83900.0,46200.0,7900.0
Farmacologia e Tossicologia Clinica,Servizi,4,Marche,Regione,3,15,0.42,9,11,0.38,4,-0.81,totale,93.1,0.0,0.5,38,1,35,83900.0,46200.0,7900.0
Farmacologia e Tossicologia Clinica,Servizi,4,Molise,Regione,1,5,0.42,3,2,0.399,1,-3.24,totale,93.1,0.0,0.5,38,1,35,83900.0,46200.0,7900.0
Farmacologia e Tossicologia Clinica,Servizi,4,Piemonte,Regione,8,40,0.42,23,32,0.38,12,-0.21,totale,93.1,0.0,0.5,38,1,35,83900.0,46200.0,7900.0
Farmacologia e Tossicologia Clinica,Servizi,4,Puglia,Regione,7,35,0.42,20,30,0.38,11,-2.15,totale,93.1,0.0,0.5,38,1,35,83900.0,46200.0,7900.0
Farmacologia e Tossicologia Clinica,Servizi,4,Sardegna,Regione,3,15,0.42,9,12,0.38,5,-3.2,totale,93.1,0.0,0.5,38,1,35,83900.0,46200.0,7900.0
Farmacologia e Tossicologia Clinica,Servizi,4,Sicilia,Regione,9,45,0.42,26,36,0.399,14,-1.88,totale,93.1,0.0,0.5,38,1,35,83900.0,46200.0,7900.0
Farmacologia e Tossicologia Clinica,Servizi,4,Toscana,Regione,7,35,0.42,20,28,0.38,11,-0.3,totale,93.1,0.0,0.5,38,1,35,83900.0,46200.0,7900.0
Farmacologia e Tossicologia Clinica,Servizi,4,Umbria,Regione,2,10,0.42,6,6,0.38,2,-1.16,totale,93.1,0.0,0.5,38,1,35,83900.0,46200.0,7900.0
Farmacologia e Tossicologia Clinica,Servizi,4,Valle d'Aosta,Regione,0,0,0.42,0,1,0.38,0,-0.55,totale,93.1,0.0,0.5,38,1,35,83900.0,46200.0,7900.0
Farmacologia e Tossicologia Clinica,Servizi,4,Veneto,Regione,9,45,0.42,26,37,0.361,13,-0.1,totale,93.1,0.0,0.5,38,1,35,83900.0,46200.0,7900.0
Farmacologia e Tossicologia Clinica,Servizi,4,P.A. Bolzano,Regione,1,5,0.42,3,4,0.361,1,1.62,totale,93.1,0.0,0.5,38,1,35,83900.0,46200.0,7900.0
Farmacologia e Tossicologia Clinica,Servizi,4,P.A. Trento,Regione,1,5,0.42,3,4,0.361,1,1.32,totale,93.1,0.0,0.5,38,1,35,83900.0,46200.0,7900.0
Genetica medica,Servizi,4,Italia (Nazionale),Nazionale,70,350,0.04,336,200,0.38,76,-0.5,totale,92.3,0.0,0.5,38,1,40,108000.0,59400.0,32000.0
Genetica medica,Servizi,4,Abruzzo,Regione,2,10,0.04,10,4,0.38,2,-1.18,totale,92.3,0.0,0.5,38,1,40,108000.0,59400.0,32000.0
